CpG	Gene	Mean(beta)	Mean(FPKM)	R	Pvalue
cg20184247	HOXB-AS3	0.567634938837917	1.765143332223	-0.313818876935997	2.28090577526216e-06
cg26279336	HOXB-AS3	0.340953776758413	1.765143332223	-0.171513497696241	0.0111924422339769
cg01501819	KCNA7	0.226796865443422	0.0300854665154147	-0.0936636369927915	0.168200942025991
cg00987461	GLT8D2	0.20724770642202	2.99579503438588	-0.0111701178525149	0.869745506864767
cg14849798	GLT8D2	0.208520259938839	2.99579503438588	-0.0579698062340752	0.394375244485962
cg16721177	GLT8D2	0.255878211009174	2.99579503438588	-0.0198784686547417	0.770406258985862
cg02409878	OSR2	0.353552446483179	1.88938742004529	0.1072605197759	0.114304682620968
cg02469095	OSR2	0.307356880733945	1.88938742004529	0.255354390656013	0.00013785980474047
cg26570179	OSR2	0.287393425076454	1.88938742004529	0.146392331191836	0.0307197343773515
cg20034091	ASXL3	0.103117048929664	0.297418506378148	-0.0687508575592088	0.312277605492134
cg24880056	ASXL3	0.191673318042815	0.297418506378148	-0.0811909865796075	0.232536387992885
cg27109877	ASXL3	0.134416437308868	0.297418506378148	-0.0789791294532212	0.245550990508845
cg00225623	SPATA13	0.267496483180427	4.29502788285953	-0.0331346443006839	0.626578564908548
cg04579966	SPATA13	0.195677828746178	4.29502788285953	-0.00909802937720857	0.893749509976413
cg15726260	HLA-J	0.128253899082567	3.59473352235015	-0.0720681660226723	0.289447545566721
cg11354594	STOX2	0.142709938837922	0.926882495318067	0.0140470472661856	0.836619096750078
cg02535060	LRRC27	0.355789067278289	1.20125268071796	-0.266090734904799	6.94527192332617e-05
cg05951994	LRRC27	0.307183562691133	1.20125268071796	-0.262304988000642	8.87433838755955e-05
cg07119315	LRRC27	0.338230657492358	1.20125268071796	-0.282612072859471	2.28155515120907e-05
cg10530568	LRRC27	0.330992431192661	1.20125268071796	-0.250386240542506	0.000187468780626914
cg21370255	LRRC27	0.355442507645261	1.20125268071796	-0.260963336277332	9.67114311916861e-05
cg22586726	LRRC27	0.402753669724771	1.20125268071796	-0.274567653616869	3.95828953359261e-05
cg24214699	LRRC27	0.364557140672784	1.20125268071796	-0.298925959632119	7.07781402686832e-06
cg08886727	PRAC2	0.17726995412844	0.439093218559082	-0.190484449061639	0.00476974305569561
cg08886727	PRAC1	0.17726995412844	0.0104492570808592	-0.0705515514104181	0.299742762416293
cg10978355	CKMT2	0.317935397553518	0.858882406827036	-0.123303568039696	0.0692127164749192
cg12827530	CKMT2	0.293533562691128	0.858882406827036	-0.116834597768687	0.0852465379522665
cg20929545	HMBS	0.603136314984711	7.20231936324972	0.176851072866666	0.00887526793435227
cg22027897	MARCH10	0.0982059633027523	0.439068293073281	-0.0862274126458821	0.204734965048465
cg00700007	HIST1H1B	0.193400917431193	0.484388638619458	0.101072785237909	0.136868504299586
cg18798248	HIST1H1B	0.226122400611622	0.484388638619458	0.077125752958417	0.256840245665266
cg03929531	BCL2L10	0.930152675840982	0.52388818298076	-0.387972166606136	3.04241467672503e-09
cg15190747	BCL2L10	0.895902064220183	0.52388818298076	-0.335007663203329	4.08370146644195e-07
cg26631984	VSNL1	0.304302217125381	1.03109318624831	-0.181231490046658	0.0073026358898933
cg02000318	HOXA7	0.35580145259939	0.245397440467571	0.374384197059574	1.16503270656544e-08
cg02384857	HOXA7	0.370945336391436	0.245397440467571	0.314560943196317	2.15226062595731e-06
cg03232620	HOXA7	0.456616360856271	0.245397440467571	0.306408020842955	4.03823847405679e-06
cg06911354	HOXA7	0.475664984709482	0.245397440467571	0.26948051917939	5.55925379973685e-05
cg15372603	HOXA7	0.492547247706422	0.245397440467571	0.305927309984292	4.18844524443069e-06
cg19147218	HOXA7	0.49209854740061	0.245397440467571	0.208753823386014	0.00194368614575156
cg13694927	HOXA5	0.531563302752294	3.40989530122668	0.218934662081925	0.00113989055939278
cg06888121	HOXA4	0.638185550458716	0.722472657047164	-0.215333254545808	0.00138054887870983
cg14042889	HOXA4	0.557820565749234	0.722472657047164	-0.209907644617982	0.00183183917507575
cg05250768	HOXA9	0.346758409785933	0.309167317459491	-0.184021963328326	0.00643521833763093
cg08964780	HOXA9	0.355008562691133	0.309167317459491	-0.229393833549776	0.000642248466183502
cg24884519	HOXA9	0.355748241590216	0.309167317459491	-0.173300124102402	0.0103634341417285
cg25644556	HOXA9	0.42640642201835	0.309167317459491	-0.219700929932873	0.00109393631549879
cg26259537	HOXA9	0.386723012232416	0.309167317459491	-0.210476223601831	0.00177891193954037
cg23679724	CTSZ	0.413262614678899	195.893730299953	-0.0823456530480355	0.225938850156327
cg21819468	PDPN	0.163121253822632	8.3714548607365	-0.183910530495786	0.00646800930940012
cg08781140	MYO15B	0.386274159021405	3.86250479538819	-0.195164938427072	0.00381727881162468
cg22287064	MYO15B	0.329463914373089	3.86250479538819	-0.193120753561439	0.00420987164606687
cg04796763	RPGRIP1	0.21196750764526	0.335672999521895	0.0470615066383283	0.48941276097495
cg05639912	DLX3	0.122310015290518	1.65758851489843	-0.187210091327168	0.00555779640086587
cg05129081	TP63	0.315619393476042	2.61848434792546	-0.116119774004683	0.0871878823767375
cg18881978	MIR4697HG	0.759439143730885	1.8444819391646	0.31887302625548	1.53122169751894e-06
cg23971226	MIR4697HG	0.779159327217124	1.8444819391646	0.353028527895106	8.51382766316922e-08
cg21361094	B4GALNT1	0.234873470948012	0.754654548269038	0.448583761508789	3.4394489462902e-12
cg00415978	SYNPO2	0.130179357798165	1.34540716666054	-0.114094655427574	0.0928806494104635
cg02519806	SYNPO2	0.135114602446483	1.34540716666054	-0.110443440043411	0.10388972527675
cg02819335	SYNPO2	0.114252828746178	1.34540716666054	-0.109288529658415	0.107578620468734
cg05682719	SYNPO2	0.0880602446483179	1.34540716666054	-0.105144873082751	0.121667157903348
cg11566061	SYNPO2	0.092502140672783	1.34540716666054	-0.112827743923835	0.0965901469836638
cg24326232	SYNPO2	0.0781997706422018	1.34540716666054	-0.116381723085372	0.0864723988523413
cg06080729	TNFRSF12A	0.746799235474005	46.3426075704919	0.0369257576356765	0.587644352449571
cg04528060	ARL9	0.146929587155963	1.0201178877193	-0.226723718183508	0.000745397767624724
cg08718097	HNRNPR	0.371938685015289	16.5798179835636	-0.318879085029268	1.53048366908707e-06
cg13338827	ABCB4	0.119571636085627	0.412655855349044	-0.11788766239339	0.0824499727170633
cg13570585	PLCB1	0.288611926605505	1.51426211034672	-0.153935470246754	0.0230063035378204
cg08101193	CCKBR	0.713278363914376	0.0861144416921384	0.0522937877374096	0.442371124013762
cg10139651	OSBP2	0.184904510703364	1.37498874129205	-0.0483273934853175	0.477792161368404
cg03506033	MAP6	0.23462232415902	1.36227899248114	-0.00442105802494934	0.948252685042433
cg10684802	MAP6	0.205150535168193	1.36227899248114	-0.0354385131897573	0.602785722522773
cg18935660	MAP6	0.204939373088683	1.36227899248114	0.00290952144020333	0.965931364936109
cg25074426	PTPN21	0.247834174311927	2.69730648910684	0.088153351160527	0.194764915594186
cg13851466	EPHA10	0.289853363914372	1.53940278564096	0.325875527875392	8.70926083853209e-07
cg23401796	TRAPPC9	0.803239449541284	7.0065288273345	-0.0176360948743881	0.795699341422985
cg20053110	MDGA1	0.572125458715596	0.469729084223111	0.407190435133339	4.09127712559814e-10
cg20601919	CYP27A1	0.16140397553517	23.3849955537456	-0.139374170316743	0.0397776967720223
cg24389730	MIR152	0.209048088685014	0.0360495742201743	-0.0774046620696996	0.255118865566452
cg23275064	DCDC2C	0.633974082568807	0.00358324372114775	0.0661577162690552	0.330922809064376
cg05085336	PDZRN3	0.777292201834862	1.85990994259648	0.181691765026536	0.00715274887069809
cg01038149	P2RX6	0.142708103975537	0.11130849682048	-0.0974572796456697	0.151548627960371
cg19789653	P2RX6	0.0535063455657494	0.11130849682048	-0.0605001359106278	0.374028403641538
cg21014483	P2RX6	0.0940493119266055	0.11130849682048	-0.0763544378164094	0.261642297579017
cg06997549	NRIP2	0.374332568807339	1.23005928419609	-0.207206774843344	0.00210342325678429
cg15971010	SLC47A1	0.311242584097858	2.60049199125273	-0.244587815554671	0.000266283066745354
cg02970696	ZNF148	0.16838516819572	4.91861786153849	0.0152580381080705	0.82275722792917
cg10794285	DSC3	0.321211483180431	1.30782927619208	-0.17165750483946	0.0111235185474036
cg14719951	DSC3	0.351686314984711	1.30782927619208	-0.199326214629662	0.00311844152575081
cg06917617	CR1L	0.443979204892968	0.128669327040058	-0.265489367696454	7.22279218475253e-05
cg13050390	OR2F1	0.638320107033642	0.000989209267933486	0.0122890359484137	0.856831410576902
cg00002719	CCDC181	0.2639373853211	0.575936872368348	-0.2704405148919	5.21679633922115e-05
cg08104202	CCDC181	0.299159480122324	0.575936872368348	-0.283852992715664	2.09246383123546e-05
cg25464921	CCDC181	0.305972324159023	0.575936872368348	-0.13583416312225	0.04514169281111
cg01085803	NEDD9	0.120423318042813	14.5861412503479	-0.172862269879485	0.0105614175307628
cg26844213	NEDD9	0.287374464831803	14.5861412503479	-0.207209892086775	0.00210308971194563
cg15457058	FOXE3	0.175920412844035	0.0794966986186862	-0.0507811502196773	0.455700287989886
cg18815943	FOXE3	0.213641972477063	0.0794966986186862	-0.0802037071220835	0.238284218231581
cg19809499	FOXE3	0.238854357798164	0.0794966986186862	-0.0649705281812527	0.339692745061206
cg16713947	CD27-AS1	0.0494159785932725	5.3060900127157	-0.218428086580549	0.00117123655771792
cg08081156	SNX31	0.15768241590214	0.0723668149444755	-0.0937578393066636	0.167771561747016
cg10715223	SNX31	0.21893264525994	0.0723668149444755	-0.0495091706320675	0.467080360692573
cg13277380	SNX31	0.28306880733945	0.0723668149444755	-0.0883385188996543	0.193825323803902
cg18582180	SNX31	0.165970336391438	0.0723668149444755	-0.0930870203993535	0.170847067752095
cg24903183	SNX31	0.164257033639144	0.0723668149444755	-0.0918468212089281	0.176643115734956
cg26440289	SNX31	0.1825874617737	0.0723668149444755	-0.0922295965875232	0.174838904927557
cg27043726	SNX31	0.220352675840977	0.0723668149444755	-0.0662532253561425	0.33022364712472
cg21746532	SNURF	0.65614533639144	0.496546924813161	0.216290910350071	0.00131238175861047
cg05945782	MIR212	0.364627217125381	0.00252444094486697	-0.0822318083285991	0.226583378057569
cg25479916	HIST1H4L	0.234835703363917	0.1032483007843	0.076450184334763	0.26104287181829
cg26552774	SERINC4	0.820080198776757	0.00132772605158908	-0.208832100754282	0.00193590575131817
cg15642759	NPFFR1	0.168272553516821	0.300982972158355	-0.203379878805074	0.00255120078828703
cg05211836	F2RL3	0.201850535168197	1.76155374808477	-0.0487932253715903	0.473553938879122
cg23599104	KIAA1324	0.0956980122324161	13.7799815781083	-0.223588053066642	0.000885943140632116
cg16131766	MKRN3	0.719076529051991	0.173412278944775	-0.634276662546204	6.14712099061544e-26
cg26286839	CTD-2201I18.1	0.50203516819572	0.142467405706163	0.113876233646279	0.0935119562009042
cg19224164	NOP14	0.225471636085628	14.8810588037721	0.108987493716848	0.108556886831787
cg06148736	DGCR5	0.323360703363913	0.835820794959946	-0.0974096132849455	0.151749824759875
cg09619624	DGCR5	0.437050840978592	0.835820794959946	-0.121404512649991	0.0736416713691943
cg16489547	ZNF785	0.137172018348624	2.45627073295026	-0.150521192089278	0.0262617933842546
cg08729318	TMTC1	0.254711238532111	1.32888073480208	-0.20682035329109	0.00214514544281423
cg10512875	TMTC1	0.254211620795106	1.32888073480208	-0.219056365136484	0.00113247541889203
cg01940297	MIR1207	0.552897018348624	0.0678705310438349	-0.0317767818437153	0.64078676203469
cg22492271	MIR1200	0.643617966360853	0.0495589922475734	0.0360027449460507	0.597020850670408
cg10453019	GALNT15	0.404224006116206	0.872792047500703	-0.0536118574632579	0.430939278449044
cg18789887	GALNT15	0.534814143730885	0.872792047500703	-0.095362963203402	0.160580414383355
cg23067317	GALNT15	0.534773012232417	0.872792047500703	-0.10350975573496	0.127605587358618
cg04022379	TSLP	0.21005714067278	0.171328412276102	-0.146702913919463	0.0303632981989304
cg24994173	TSLP	0.126828975535167	0.171328412276102	-0.155721254147763	0.0214466845605711
cg04614997	SEZ6	0.107745336391439	0.278089525618791	-0.044901293445295	0.509586989287943
cg24041078	MIR34C	0.18222148318043	1.13027847861941	-0.0347213371278383	0.610148945429165
cg25446604	LINC01237	0.919205657492353	0.306912207682805	0.199958809083277	0.00302299958134173
cg01527459	DYDC2	0.189892048929662	0.848518627426519	-0.057025743834982	0.402133811619099
cg01527459	DYDC1	0.189892048929662	0.184453299245729	-0.0543802197864568	0.424354421118447
cg03081691	SDE2	0.478483103975532	9.77351810777569	0.10314262454133	0.128969216809274
cg04117530	SDE2	0.375750458715596	9.77351810777569	0.00529601059962439	0.938030378396419
cg01348086	RGS14	0.399383944954128	6.67601076514185	-0.256725049550371	0.000126512681036685
cg04466840	RGS14	0.249242584097862	6.67601076514185	-0.233981775717688	0.000495241935657355
cg25461508	RGS14	0.304827446483179	6.67601076514185	-0.204674070419104	0.00239090685354661
cg12351660	PLAU	0.0525266055045872	66.6396256702846	-0.114436178577109	0.0919003553303056
cg23599104	C1orf194	0.0956980122324161	3.07165893644728	-0.0164634478534879	0.809013575423024
cg14346208	PAMR1	0.25649709480122	1.57660482483982	-0.0578833433313341	0.395082056638579
cg24740531	BCL2	0.208199311926606	2.46912295631599	-0.136324431853772	0.0443644947074305
cg06641593	VILL	0.769021636085628	3.45236615837479	-0.472878483863243	1.51769700676719e-13
cg23585979	EREG	0.131071865443427	5.18372659784216	-0.0755575889870552	0.266667657262736
cg07182669	SERPINB9	0.111059862385321	6.94140592332302	-0.175051044363178	0.00960412018861531
cg07844977	SERPINB9	0.268914525993885	6.94140592332302	-0.112426861002951	0.0977881305449372
cg13722431	SERPINB9	0.115615290519878	6.94140592332302	-0.179414331894658	0.00792208656678385
cg22336806	SERPINB9	0.228216850152904	6.94140592332302	-0.101289282580876	0.136025307794947
cg20470734	TMEM132D	0.717490061162083	0.512796361943162	0.266070688997989	6.95435906467508e-05
cg22325530	HVCN1	0.256023700305812	2.59740806212415	-0.196906810546405	0.00350915474066739
cg14780632	GAL3ST3	0.488852140672784	0.0357105387698533	-0.103634722886251	0.127143973186722
cg24960947	GAL3ST3	0.489142507645261	0.0357105387698533	-0.12820838040015	0.0587716159631046
cg25717844	GAL3ST4	0.181774159021408	3.73649472240556	0.0130175648557485	0.848443217029909
cg13997645	INSC	0.269829740061161	0.133004478448371	-0.0607172489368391	0.372313127303199
cg07664976	SNORD116-26	0.729422782874619	0.162107732177248	0.0073194523589714	0.914431556163406
cg16150571	SNORD116-22	0.730683027522936	0.0431059706610138	0.0798376186198489	0.240440647839132
cg18488946	SNORD64	0.567687767584096	0	NA	NA
cg26410550	SNORD64	0.731460244648316	0	NA	NA
cg14022778	FHAD1	0.470070917431193	0.588959097994803	-0.0807458689282931	0.235115603193635
cg21576886	PYHIN1	0.489349006116206	0.925952585780749	0.306858473277072	3.90215034376181e-06
cg01910527	TTYH2	0.799336850152904	1.56574639025351	0.393198072322662	1.78554737850491e-09
cg24101049	GNG2	0.145062385321101	2.75785930615808	-0.173955248484024	0.0100733320842096
cg12421755	ONECUT1	0.43225619266055	0.283952721912494	0.0326071541055627	0.632082085275525
cg01627847	SPATA32	0.139357415902141	0.334695727507561	-0.104977484187827	0.12226504027618
cg03048083	SPATA32	0.143162996941896	0.334695727507561	-0.105109673065172	0.121792697019514
cg04992638	SPATA32	0.136886620795107	0.334695727507561	-0.117729757856618	0.0828645412767842
cg08124910	SPATA32	0.0734926605504587	0.334695727507561	-0.100842898271244	0.137768227147255
cg08247376	SPATA32	0.193991590214069	0.334695727507561	-0.123438342089813	0.0689068381318492
cg11933779	SPATA32	0.16551337920489	0.334695727507561	-0.142401508161588	0.035626475579774
cg13001868	SPATA32	0.152256345565749	0.334695727507561	-0.106206278996306	0.117928701082815
cg17222164	SPATA32	0.146814449541284	0.334695727507561	-0.121791373036872	0.0727212461856599
cg19539667	SPATA32	0.321478363914376	0.334695727507561	-0.161665766405271	0.0168952369438668
cg24542751	SPATA32	0.13461628440367	0.334695727507561	-0.103140010825269	0.128978965037048
cg26532627	SPATA32	0.198830122324156	0.334695727507561	-0.133037951797809	0.0497953653598796
cg26742995	SPATA32	0.170058256880734	0.334695727507561	-0.0869472987492303	0.200966039388483
cg08739433	WNT2B	0.294028440366972	0.368313119510753	-0.0922127678682078	0.174917938894008
cg11806528	WNT2B	0.249091743119266	0.368313119510753	-0.0591540376455906	0.384771107140657
cg13939859	BARHL2	0.274124617737	0.0110353511349583	-0.128364888828127	0.0584611105767952
cg20311863	BARHL2	0.371480581039752	0.0110353511349583	-0.156229980398533	0.0210194708611127
cg20384898	GMDS	0.212276987767584	8.01713803460596	0.377066541266089	8.98118641129005e-09
cg21347053	GMDS	0.277150611620795	8.01713803460596	0.339197360343245	2.86123308534734e-07
cg24079361	SERP2	0.1692249235474	0.890501762262762	-0.328564014928455	6.98637651499443e-07
cg16410706	BATF3	0.0845675076452596	1.87796354430592	0.141782558894668	0.0364439936166616
cg25479916	HIST1H3I	0.234835703363917	0.12936548232759	0.0246925178380793	0.716948594362203
cg06976589	MAEA	0.549635779816514	6.4625856218572	0.0553672799038534	0.415981639298207
cg06722639	SLC7A8	0.308631804281344	8.76202760023473	-0.119264780085272	0.0789048002237616
cg18701685	SLC7A8	0.34143247706422	8.76202760023473	-0.111097902502867	0.101844047242609
cg26582085	SNORD107	0.825754434250766	0	NA	NA
cg04110544	GHR	0.190964373088683	0.41562466183183	-0.0668854033341054	0.325619835792549
cg07229186	MT1M	0.131797859327217	3.49343454230375	-0.0404743693415701	0.552241346425998
cg07602841	MT1G	0.350702905198775	6.00405493720065	-0.149115133310266	0.0277131819275789
cg23039189	PPFIBP2	0.212280657492353	3.52646515159696	-0.237168145735755	0.000412206107581249
cg19507527	FGF12	0.151921100917433	0.630441430852536	0.408039640623273	3.73299679533419e-10
cg22381196	DHODH	0.850566360856271	2.17153121858125	0.0279131825984408	0.681920628233718
cg01554060	TICAM2	0.06945626911315	0.0661805012377636	-0.0744547108509473	0.273731169814672
cg08870042	TICAM2	0.191648241590211	0.0661805012377636	-0.0978503945988648	0.149897000527977
cg18098750	TICAM2	0.108216972477064	0.0661805012377636	-0.126845293567936	0.0615338173895709
cg20733436	TICAM2	0.0679113149847096	0.0661805012377636	-0.0690191078571155	0.310388851878063
cg22173752	TICAM2	0.0461456422018349	0.0661805012377636	-0.100374856289418	0.139614016575932
cg00356183	PRKAR1B	0.256536773700307	5.29208403454126	0.255715373275053	0.000134782406815936
cg12441126	PRKAR1B	0.414496483180427	5.29208403454126	0.226831990575808	0.000740934065983229
cg27331241	PRKAR1B	0.267401681957185	5.29208403454126	0.25758678004838	0.000119832813452645
cg24129356	HLA-DMA	0.27736521406728	68.3678060296583	-0.475618164423006	1.0508002065514e-13
cg14159026	BVES-AS1	0.191717201834861	0.0625033961641232	-0.271261266300731	4.93985249810629e-05
cg08095637	LRRC34	0.112903058103976	0.65118608851102	-0.225677252472106	0.000789836241401308
cg12358524	LRRC34	0.127859633027523	0.65118608851102	-0.210821431208625	0.00174746253420737
cg12397426	LRRC34	0.106595183486239	0.65118608851102	-0.183481162537741	0.00659575802833984
cg27536453	LRRC34	0.124891896024463	0.65118608851102	-0.180933861119449	0.00740104151563721
cg09374838	ATP6V0E2-AS1	0.486967048929665	0.459400477142442	0.11768470629922	0.082983128420737
cg27195224	BPIFC	0.740985244648316	0.0183293601284917	0.0943950212451716	0.164888686726431
cg08196842	PPP1R36	0.195541590214069	0.448344005878126	-0.154614430422052	0.0224021713561429
cg12281657	PPP1R36	0.172058639143731	0.448344005878126	-0.160376585730967	0.0178036026948663
cg17930034	PPP1R36	0.157154587155963	0.448344005878126	-0.152523226076798	0.0243080464242456
cg23265500	PPP1R36	0.169096636085624	0.448344005878126	-0.157527230238008	0.0199632561627332
cg15841063	FOXD3-AS1	0.337457339449541	1.00423829305838	0.130554097850406	0.0542578845422476
cg08911275	HOXD13	0.377398776758413	0.467673512935493	-0.19002093917972	0.00487482269542281
cg15128200	NTNG1	0.13169143730887	0.313795456338308	-0.0540694136951761	0.42701096298418
cg01826863	KCNK12	0.258518730886853	0.144636654955508	-0.0993131914932744	0.143870839930577
cg04981611	KCNK12	0.147472247706422	0.144636654955508	-0.112728157697666	0.0968866528550912
cg13442432	HSD17B12	0.120085550458716	11.3988754548842	0.0428940019779724	0.52871334336739
cg23589617	HSD17B12	0.147099617737005	11.3988754548842	0.0528250465820774	0.437742832551835
cg07068756	UCHL1	0.262058715596329	28.6271282715607	-0.381108995877833	6.04063874141231e-09
cg27494647	RARRES2	0.389312232415904	40.1409069236075	-0.0699242258882194	0.304071279107513
cg01038149	TUBA3FP	0.142708103975537	0.183150154688585	-0.193229131567742	0.00418817760370667
cg19789653	TUBA3FP	0.0535063455657494	0.183150154688585	-0.144965934013553	0.0324028872573643
cg21014483	TUBA3FP	0.0940493119266055	0.183150154688585	-0.154882864562703	0.0221671267700457
cg01356198	LPP	0.555347629969422	7.19785753563133	-0.270497183579517	5.19721470788473e-05
cg10273340	GNAO1	0.166153058103976	0.514853479705448	-0.0647718490541475	0.341174742935654
cg04100696	DKK3	0.173616972477063	16.1430493160104	-0.0776604752604183	0.253547047850575
cg17689707	SGK1	0.179936314984708	11.0886140137106	-0.153681034001524	0.0232362908920889
cg16489586	MAP4K5	0.0984841743119266	6.68820532804624	0.128875705749382	0.0574570755423154
cg21107197	MAP4K5	0.0523646024464817	6.68820532804624	0.182865358713395	0.00678290965922106
cg09838956	SNORD116-15	0.610500535168193	0.0880189932219083	0.0256128436562845	0.706874767862849
cg03665761	IRX5	0.22882897553517	6.35496171546372	-0.376921956723978	9.10858858939404e-09
cg16642791	IRX5	0.207703822629968	6.35496171546372	-0.427466107812661	4.27019656625514e-11
cg00243313	IRX4	0.189964678899081	0.0457368855577967	-0.118101340101526	0.0818916354707751
cg00264591	IRX4	0.142442889908258	0.0457368855577967	0.0019836470762371	0.976769008667743
cg07882671	IRX4	0.303671788990826	0.0457368855577967	-0.106472786832474	0.11700421732251
cg24876960	IRX4	0.245400535168194	0.0457368855577967	-0.105164086529863	0.121598676501272
cg08881680	SESN3	0.211417813455657	6.89026619130591	-0.0283388823153333	0.677339296868067
cg07748159	CCDC90B	0.844192201834862	4.47727027436262	-0.267684219141673	6.25756643600727e-05
cg01791407	TET3	0.105883027522936	3.31728514978801	0.0538474612629844	0.428913925337869
cg19527084	TET3	0.086149388379205	3.31728514978801	0.057437240404806	0.3987409025495
cg23793040	TET3	0.168119113149849	3.31728514978801	0.0280614301908133	0.680323872340791
cg20941820	ADAMTS17	0.128715978593272	0.318657707495147	-0.353419765827745	8.21983032190073e-08
cg02927327	DEF6	0.214817278287463	11.4658233406548	-0.317447389377877	1.71465632262398e-06
cg03355690	DEF6	0.0966092507645261	11.4658233406548	-0.269082520568025	5.70734091328352e-05
cg05583848	DEF6	0.167119648318041	11.4658233406548	-0.251066807431479	0.000179804854071297
cg07294541	DEF6	0.10172232415902	11.4658233406548	-0.263439184291446	8.24921022671852e-05
cg19403104	RCN3	0.198947629969419	22.9144650203078	-0.344806382241756	1.76247507608136e-07
cg19808978	RCN3	0.191089449541284	22.9144650203078	-0.354578002453291	7.40558645633866e-08
cg04915044	POLR1A	0.378967762487258	4.94127053875419	0.22442304218824	0.000846309097420891
cg26279336	HOXB6	0.340953776758413	4.12511576718756	-0.112659140591529	0.0970925666197773
cg20184247	HOXB5	0.567634938837917	3.35196266276319	-0.127863037490022	0.0594615723328153
cg22156128	GHRLOS	0.764907339449541	0.399906779446688	0.0580165157072587	0.393993722754575
cg06500727	TPO	0.638671253822633	0.0924414700152078	-0.0902208259281729	0.184460956895424
cg12680131	TPO	0.571677217125381	0.0924414700152078	-0.0682811347251372	0.315603005551987
cg23817893	CCDC81	0.45840726299694	0.306768016037331	-0.170216459459382	0.0118303901514884
cg27377289	UMAD1	0.632854663608564	6.35329234315872	0.21392245119003	0.00148689205062807
cg18120358	SNORD116-5	0.841104357798165	0.00557679770074312	0.0780547874448371	0.251137375220141
cg18154158	SNORD116-5	0.841028287461775	0.00557679770074312	0.00681645360444188	0.920291706216453
cg24738356	SNORD116-5	0.747160321100917	0.00557679770074312	0.0428382360883207	0.529249839316538
cg02029242	SNORD116-7	0.698298088685018	0.0743401738832936	0.083340887358909	0.220359656708514
cg01350077	MDFI	0.257829357798167	9.91172161122078	-0.0642887928877214	0.344795098379069
cg27200446	MDFI	0.302182996941896	9.91172161122078	-0.0866483170116244	0.202525193196407
cg05021846	SLC10A4	0.133758562691133	0.672178358088079	-0.172528308068646	0.0107146624479649
cg19065831	SLC10A4	0.153525305810399	0.672178358088079	-0.162610542895691	0.0162554450537536
cg19247841	SLC10A4	0.134030810397555	0.672178358088079	-0.159870863482801	0.0181713762796053
cg05497345	ITPRIPL1	0.317588822629969	0.694763499317366	-0.353820572331112	7.92877636480369e-08
cg08983217	ITPRIPL1	0.274450382262995	0.694763499317366	-0.348699440326634	1.25206672102179e-07
